frame number,r_arm,l_arm,r_armpit,l_armpit,r_hip,l_hip
0,173.9,175.15,355.11,356.54,183.14,186.91
1,176.02,177.93,355.35,357.19,182.98,186.92
2,174.43,178.62,355.31,357.53,182.47,185.95
3,174.43,177.86,355.31,358.22,182.47,186.56
4,172.22,176.37,354.7,357.86,182.47,187.52
5,172.15,174.87,354.98,358.18,182.83,187.83
6,167.84,173.33,354.74,358.54,181.96,187.47
7,166.28,170.22,355.05,357.47,182.32,188.96
8,162.36,169.35,355.12,357.46,182.32,188.91
9,158.65,161.41,355.36,357.43,182.7,188.94
10,156.53,164.47,355.69,357.39,181.82,188.89
11,153.25,162.6,355.67,357.77,181.84,187.93
12,148.18,156.11,355.25,357.05,182.73,185.39
13,145.02,150.19,356.51,354.87,182.73,183.07
14,142.47,145.39,356.48,353.4,182.73,160.71
15,138.22,143.31,355.82,353.02,183.25,178.18
16,134.17,139.0,355.79,351.53,183.26,181.2
17,123.73,132.07,356.45,351.93,183.78,185.96
18,116.87,124.85,358.44,352.66,183.78,187.45
19,111.88,119.69,0.42,353.7,184.27,187.79
20,104.96,106.63,0.06,354.04,185.15,188.17
21,99.03,95.43,359.68,354.42,186.03,188.52
22,89.5,85.41,1.12,354.39,186.0,188.47
23,83.28,78.74,0.75,354.76,186.84,189.31
24,80.48,75.04,0.4,354.76,187.19,189.31
25,78.81,72.47,1.42,355.08,188.03,189.68
26,75.26,67.31,2.13,355.11,188.04,190.81
27,70.35,66.52,3.87,358.27,188.89,190.65
28,66.68,60.57,5.91,0.34,188.89,191.17
29,62.26,57.12,7.33,2.53,187.66,191.17
30,59.93,55.06,7.67,2.53,187.31,190.69
31,57.16,51.18,8.05,2.86,186.94,191.06
32,54.68,44.66,10.43,3.48,186.07,190.54
33,52.7,43.38,10.27,3.68,186.56,190.95
34,50.26,41.97,10.29,4.4,186.58,190.96
35,47.16,40.14,11.09,4.27,186.6,190.96
36,45.78,39.0,10.43,3.6,187.09,190.96
37,42.58,37.27,10.43,3.97,186.6,191.14
38,42.52,36.6,10.71,3.3,186.97,191.7
39,41.89,37.12,10.88,3.3,186.97,191.75
40,41.52,36.44,10.88,3.0,186.97,191.38
41,40.98,35.11,10.73,2.23,186.95,191.38
42,41.35,34.6,10.73,2.32,186.95,191.38
43,42.39,35.26,11.02,3.0,187.32,192.0
44,42.39,35.99,11.02,2.32,187.32,191.94
45,43.43,36.59,11.3,2.41,187.23,191.94
46,44.86,38.38,11.3,2.56,187.23,192.44
47,48.91,40.23,10.63,2.56,187.22,191.89
48,52.77,44.86,10.11,2.98,187.22,192.2
49,55.21,48.92,9.26,3.5,187.21,191.81
50,58.62,55.63,8.88,3.5,187.59,191.81
51,63.6,59.99,8.21,3.25,187.62,192.72
52,72.36,71.66,7.01,1.84,187.62,192.19
53,77.28,73.05,6.2,1.41,187.62,191.28
54,82.34,78.12,4.57,0.79,187.97,191.81
55,87.46,80.7,4.57,0.45,188.42,190.86
56,93.06,87.67,4.98,1.22,187.56,190.32
57,103.27,97.98,4.06,359.69,187.56,190.32
58,105.2,110.41,3.14,359.35,187.21,189.42
59,110.11,125.33,3.06,357.44,187.21,190.36
60,116.84,131.59,2.75,357.08,186.83,189.45
61,120.94,131.16,2.7,357.08,186.83,189.45
62,126.88,136.38,1.73,356.08,186.43,188.54
63,133.7,144.59,0.8,355.83,186.08,187.66
64,138.12,146.31,359.52,355.54,184.86,185.66
65,141.38,146.37,359.22,355.23,183.51,180.95
66,142.48,147.67,358.91,354.92,182.64,170.47
67,146.99,151.01,358.25,354.63,182.66,162.65
68,146.83,151.57,357.34,354.01,182.3,163.04
69,149.37,153.31,357.75,354.78,181.42,166.64
70,151.55,154.17,357.75,354.78,181.42,157.64
71,154.58,154.02,357.75,354.49,181.94,173.41
72,159.59,155.61,357.31,353.84,184.09,183.46
73,161.18,156.61,356.71,353.51,184.09,185.6
74,164.65,159.97,356.13,353.79,184.61,187.26
75,168.62,164.01,356.13,354.75,184.58,188.33
76,169.8,167.4,355.22,354.79,185.41,189.17
77,169.77,169.03,354.96,355.94,186.64,186.91
78,170.58,168.92,354.97,355.98,187.17,187.6
79,169.96,169.84,354.35,355.96,187.72,187.0
80,171.33,169.8,354.35,355.32,187.72,187.05
81,172.75,172.9,354.7,355.96,186.86,186.49
82,172.85,174.22,354.38,355.01,186.51,186.13
83,174.23,176.54,354.64,355.62,186.2,185.55
84,174.18,175.87,354.59,355.64,186.2,183.5
85,174.91,175.87,354.59,355.64,186.16,183.51
